tx,block,log_index,timestamp,timestamp_utc,MOO_raw,mCELO_raw,mCELO_per_MOO
0x975e11ff22ac03012cbb9709de5930d5b69450060eaf8aa5992f7cdafaf11a68,15677131,21,1666053649,2022-10-18T00:40:49+00:00,5165046275222128759492185,124731891131401645683742,0.0241492301297992547321985791493758893925144359691305829255010
0x7ed39465a45609bd3c2ef848a1b3308ec18c191b9eda631ddbefa0ddc6e567d7,15677132,16,1666053654,2022-10-18T00:40:54+00:00,5166381415233078258505607,124699753538499893022160,0.0241367687586562241831577712898640520113481057092683300356720
0xac47d59694c43e5782342970f88866d0dac13c490cb51d624599859100a54e18,15677133,34,1666053659,2022-10-18T00:40:59+00:00,5166456882132606557522775,124697937502600722839632,0.0241360646856164205551818225416267367869295443345463524958980
0x4073a10c4bd8a9bfe8a720e9cdaf7fd0fce9ef892d55d70f2eb64a8ebc0f103c,15677134,34,1666053664,2022-10-18T00:41:04+00:00,5167110695019503072977028,124682206358852409318083,0.0241299661876862115156585275553072312775281155895513486031504
0x58ef5b85900eef115bd737c73097bd42e636a6f11d1b349abc9572d9002c1649,15677136,15,1666053674,2022-10-18T00:41:14+00:00,5167910783133422098246872,124662961149398494875528,0.0241225064403709578225665788354412456983625864179180311030089
0x9b7e495bc2a856bd76ba69ba019cd07b9ceb538cce77db300e68532905296c33,15677136,39,1666053674,2022-10-18T00:41:14+00:00,5168710946484724200518464,124643720079856029831137,0.0241150494524417310615146476920594684685057444288281172487676
0x9be125507daac27dd9f43649db5d5f32217340f848694412529cf083ad3bacce,15677137,102,1666053679,2022-10-18T00:41:19+00:00,5169400868934897888461253,124627134685754531437459,0.0241086226132493138008702406562694285735182369985675300820441
0x5409e067e3e43adb6d0e0df05f659519b5134b7a0cd404a806f9af4101a0eca3,15677476,75,1666055374,2022-10-18T01:09:34+00:00,5169406357778230161713944,124627002813569829464258,0.0241085715047430565078770086125501511011889998825002126355813
0x7acd0e383b0676983a9077a19658c15f58253f8a6a2a4769ed3a8dcd7a6d12a3,15677789,35,1666056939,2022-10-18T01:35:39+00:00,5163947110818288225159296,124759153105600671591970,0.0241596496688036595216046432402209556294328143032807761036630
0x9ecdef48a5fe77d397b4de98634b45e3aeb2844f4415de860f2f43c43241f45f,15677790,18,1666056944,2022-10-18T01:35:44+00:00,5164179810734480579048433,124753548274977011210544,0.0241574756974300270291996563758600338084184667048185528774045
0x00bf6838d5843feed8103c54f1a3216cdd949fe85fef3f6e79f76b487aa17823,15677899,43,1666057489,2022-10-18T01:44:49+00:00,5206179810734480579048433,123750114547382455129856,0.0237698502637625882814510600398714229241183191124220143459313
0xe90ee71ba240d1b43fe101f75b1a29a9b638343ae37e0c4a382fe9a5bb6f6164,15677899,66,1666057489,2022-10-18T01:44:49+00:00,5205621790309361413174368,123763419947382455129857,0.0237749542576790623282190940640011591289143159177704041301010
0x55946281ad79daa61d38b2c67a87c5ff62deaf3e69f24c84d1a9f06158fc15f4,15677899,99,1666057489,2022-10-18T01:44:49+00:00,5205231873200744729518964,123772718799784462315716,0.0237785216518463152464361470695384017708618762147542251142717
0x014453594e372c7c0369226addaf35287599a90c7c3d6b2406ca72eb64c1ec98,15677932,190,1666057654,2022-10-18T01:47:34+00:00,5205220900967989182864059,123772980494595731117164,0.0237786220507141747218950671439572674753265127695662082552177
