block,front_tx,back_tx,intervening_swaps,reason,inventory_mismatch_bps
17070009,0xe8fc976de9630747a2b88d75de0a57bd8d3fa988785f03ede2249aa450a44089,0x2063fa01bc99a13dd0c03e97f2c991021d949a2b16c7c985e28fc9e24c8cfda5,1,buy_not_maximum_output,0
17070013,0x45b71eb3b90248668a199e37e8271ad6bbcad5f31d4a4193b5cb5238cd39087b,0xb704702b4b981662e9c402779cb762dcd949f9869d9b0569fc6efc31f7e37f16,1,buy_not_maximum_output,0
17070027,0xc63b11fc1db7ca7c5f2430c167b7ca923bb0ff08ad2a43dc9ebdde54a553d42d,0x76e4d729ab0020c7d5b5117bfd62f7c1823325248c39fec77a44e653b0792975,3,different_outer_origin_or_target,68858.33403014289185876789900093713895916293266503806749606043369988358
17070027,0xf5c34fe0091be39808dfda9ca1274b0b39f3a4f388b2ebe98a6eced524244007,0x76e4d729ab0020c7d5b5117bfd62f7c1823325248c39fec77a44e653b0792975,1,different_outer_origin_or_target,1452.257034801695510798120137743094969321220444956582804184063789276831
17070033,0x131435c5c4a453299ec6c9776e416ba53a24a5fd21dfbe4ee5e68be1b84159e8,0x25e3f1b0cf73ce86f8bb484af8f1375cc25236717e804418d9f81de1041b71ac,2,inventory_mismatch,76371.04511191220735137440347388935460489088777589677344756519761728731
17070039,0xf19231200e48946ee7db792f362c259dfb64de90a0d155ccb3931255821b968d,0xa193d335d19f1ef2b21962c523a9dfded3f686f94c64d73a09595d236bb9fd4c,2,different_outer_origin_or_target,0
17070040,0x5c6c4f44cf6e7a22cbef231169e13b351bb10264d6540b2dbdd29c4c9de7a0a8,0x2663dcbdbdbee86098e75b936f8d95682423137681e881e3465fb46d859a16f0,1,accepted,0
17070044,0x397b839f04605653d1b207189e403300bb4ef989b14f78c2164d3a6ad4c6cd3f,0x2134927e92858d69079d754467666d2669269a2e571b7412816f972ed8d40cd3,2,different_outer_origin_or_target,27929.60722218140772000312114403614199079048913989415932460728281235443
17070045,0xa934bfec80be2f7e3fb8e624c9b6e7f0e54f715b2dbd0e160c98c23a93ab27cc,0xebc31167facbe86693cbcf39280d7a7e8a5cd60c73a0308cd5cc8694605b2869,1,outer_transaction_has_other_v2_v3_swaps,0
17070052,0xe9bbe904e7fd2d509da5332ea199b8f8bad0415c4b65070763fa7c94389ec818,0xcb3a6590bf38f11822c440cf716b9e404891b6a566f521ea7836188ada4869ff,2,different_outer_origin_or_target,54252.74227877776473076722921291758792086582401157690167052170188886998
17070063,0xd20591ba02496284bacb76e870f1b6178addc23e916c4547761d89779e5881f2,0x68ebf6e7e89f7a3837fc69a54ab36417a63c87324d9c55ce56494d2fd8bd8f83,4,outer_transaction_has_other_v2_v3_swaps,1.706283289949158561538633394263491500412961792996038164348850622470604E-25
17070079,0x78a25fa6c807736c70fc9f69e729c47ab4daa0c2a7fe1568aeff0fb890889c2d,0x84fa59a7b48a85f56fe3f987de38d3184ec61182cb30856ebac79b9ec23b20a3,3,outer_transaction_has_other_v2_v3_swaps,0
17070089,0x640cfc394e1d553057a69b5b026f739ec3bc0303c185df4a654ceaadab388bd1,0x7e48817ad61cfff96f18d2b73574b95f190694cd0431f7f7d25781a14df2f401,1,inventory_mismatch,4018.107908896516743529447557202351471322804823432865233865484384996781
17070097,0x895a7a94b94421dba1c246256e805ae8d062c6abbfa46dfcd41771927bd5f659,0xca6b7463acdf5ece13d1c84c05ae0eac3a9343afee6fab3d247267affa21764e,2,inventory_mismatch,4362.572530316662422542584396655277442456840613802304527110143860963786
17070103,0x5159701d4933ebdbf01eb36bcc3c679052324727de9b29be9481ad0f5b77d9cf,0x0ccfda5ca439f2a83f3edb3ea4ac9a38d9ffd7462894fadea1ed73da2bb30720,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522038461482667822974240636961909461984913357360915277
17070107,0x8b1a3d6075567b12a3d78a868be1822ce68ae7170930d475d34f6418c6be82ca,0x6d5070df8777e64dd3a6ab33fd0034619ea13cbcc17694eeab9864e0863d2f18,3,accepted,0
17070108,0x3d1e26f2c1a2f0d2d5df00c226733b79ea1e2af537b49627b44ec60fc3f1cb9a,0xc65762afccb98fa52cd88037c9bb2b6c3d704f4283ad063e7b4ed6edd6400c3b,1,outer_transaction_has_other_v2_v3_swaps,0
17070118,0x2019633dce469851378879d3b5fa9b272c744a2caa6b4ad64af1fa4e34cd031a,0xe6789ac2976e69cc0eb6a421fb3d355d9d0c7f848d58dfd30c7f69679f9e7e52,3,outer_transaction_has_other_v2_v3_swaps,0
17070126,0x3e11574c7afff8ec085bfd1808c92fd1983f049ad542b2e1c02d95f12f83b185,0x89af4bfc1ed49224b3314001f6d53d3698be14bad610c37c3b1cd2fcdf184de0,1,buy_not_maximum_output,3.578492640226871690799945369609488122343601819401279116315047929068887E-12
17070143,0x1411a3be378d89da2a929ddf2bd259c59b4a07302965038e0ab29117916ec59d,0xf512cd02dbad6efdfb412957881226e7f20498f746d231e276465645af89159a,1,inventory_mismatch,8264.600037682543350743604237894765804797525606079674315819681459853748
17070153,0xa522dbb18741ac3fef16de0aa21fc33ccdb755b86bde7521639be0054ecf4ce0,0xf500898733f8cb6539a8d49d32b15104a235c2efe2c125f7ed648b893f2f1667,2,buy_not_maximum_output,0
17070165,0xff745968b4f4f19b8005c8e47ef74b44faaa8b3315d4d9fcf6d508b642bf400a,0x812cf08ef21724b763266335d2a6790aec818f326dd524830cde089fe6da4ce7,4,inventory_mismatch,4790.185932162841418743797004402649717380596001075285089125048820561546
17070169,0x858d81b9997037c915a4251490f53c5ea3042a836ca47180dfb0b33ad4b9edf1,0x1419f8a736bec0ab67b1923e50bfb3a76f95cba7bb3bbfa0fb637b587b878349,3,outer_transaction_has_other_v2_v3_swaps,0
17070170,0x9af606c7edae85dc90dfabdd565bc9861e22952180505bda0305d88e26522d0e,0x4a12d499a446cd177a419bea53160941cc33fe8a51310c9187da7b755b3a0b61,1,outer_transaction_has_other_v2_v3_swaps,3.490333309518789075920917836690069850984289581954668486301767391787145E-26
17070179,0xe1664ac622e1d0cf84377ec97435319eaa402846c6420671a781a0c42fc5063c,0x1b4eb6c55a32dd23c2d97349947364af81eadf45bc952875367f3e9f71d8bf74,3,outer_transaction_has_other_v2_v3_swaps,0
17070180,0x8ac360c3b029f4bf4371b709ce64dad020701fa7d20c8b68bb6cbf3adb5e238f,0xb6dfd806597fa5306b095d8073783a9ed92bbce03005833179dcc5fcd44c0de6,1,buy_not_maximum_output,0
17070201,0x7894c1781281090b53e6d2535de848482362b2d3579f8e5d3494e2605a94ca28,0xfb1184eed1c417fe62ae03e5ce5d5789a1d50baaa636a3db690895254ebd4357,2,buy_not_maximum_output,0
17070212,0x05d6b35e4dc8d0d1c70fd436f702c84fec9bca959dc183d36675e54fe0e39f0c,0x264752a6d8c867c732dde62754c85d22f17af50a719cb85a06f5b6f4799c3daf,1,accepted,0
17070218,0x82ccd9db6600ea17551b3ea1b4cc9fa06eb3b5ca1322b916bdfd18cbd22ab91b,0x6589d0351bb98092b8637dd0e666c272052e64f738d52399a1c066c9ac47f6f5,1,outer_transaction_has_other_v2_v3_swaps,0
17070219,0x6d872529147a66c99fd1a3aa040a33c85f04ddb18393e18cae152976e8d50c5f,0xb7b0ddb8962c4ba5d891839beeb5b60f2bedb8bd7e91d606c83d3f0f8618e8ca,2,buy_not_maximum_output,3.844147436270458711281064664697109671878139562270534289068108785151421E-25
17070219,0x40ef2da344e95073b12f7e04264d5afe930a7ebeb0fdec966eeb76793d065939,0xd347be26c900b8b74988fd40ac82eef327e308e8d924efb26dafa96d342bc2d6,2,different_outer_origin_or_target,44817.17674099791804326322430608555539606683178234375275911360053531682
17070223,0xd2579791590abd74e005f938703592d1e903208afab7bef31145a5398a307715,0x6c84299ca64cfe742fc51be44ef5b721d5773180fa2b174168d9e99b3fbec9a0,2,different_outer_origin_or_target,23463.61014892309358559642334235017817310376005005922636619272208507799
17070223,0xc3b1e0ef4963b084ff6e8316bb2278aa41ee2030b250326c7266df0b8243adaf,0x6c84299ca64cfe742fc51be44ef5b721d5773180fa2b174168d9e99b3fbec9a0,1,different_outer_origin_or_target,8755.604104570246312606819768143367862924882446679105237212238051749498
17070226,0x570c508615056e1eebcd4edf53639bdf534ecd040281afea9d470744cfb89d8b,0xcf5f88e234622a6e53276990d119b22ec325bc4ee04390fbfd0228fee62c56f4,1,outer_transaction_has_other_v2_v3_swaps,0
17070229,0x8e0585893825c6cbd8182717e042b7ea97b50fc6e8ef1781d3c06dab3e53948e,0xa864a78607987a92e700f02c6013707b84eeab9486ee8c6abdbeda8b76c8426b,1,buy_not_maximum_output,0
17070232,0x0d5dda1587029a45bf0ab0ccb6e6f91f372f4438ffb4f5d0204d109d4e9ca30a,0xb30c0320f376832302e0ed6366dbf614bca9d6006ba4cc72c92cb47050158eb0,1,different_outer_origin_or_target,227.9995865592276681955201347396176682266076665765058581363264177028126
17070234,0x2fac303a6e1ead5de456384491a36a2f8ac53a210da6dab524ee26a0774348bb,0xb9e7de90a1554f22ddfe6a45a076b51660f13a24f4be40f136147e561f24858d,4,outer_transaction_has_other_v2_v3_swaps,0
17070235,0xab39fb23ff685db12ea05b0f51a4a75dcefa2b2a8be2eacf48c06590b68c3328,0x6264f13f90a5efab5af31a4a4efcbe285204a5981114502ebe3290de26a906eb,2,different_outer_origin_or_target,5267.426450504949084872052718914426340712213530333127338801565584048665
17070235,0x845ca74492cdf449ade451177f2e9e30cf922bc72e016df337b3dd323d547326,0x6264f13f90a5efab5af31a4a4efcbe285204a5981114502ebe3290de26a906eb,1,different_outer_origin_or_target,5229.543616237195143949174191143143454203197712502953636619781671137722
17070236,0x4a2a1a8eab880ae77855fd6637d72737a960a58fe4712f33b44feed51f51b181,0x7742a7b89ec04d065ba50c3db29500409d295a45ab475d999c0f89370d57f382,1,different_outer_origin_or_target,502.8785014935965358369913137722741642916223130985907691067299778073291
17070282,0x49d66910f81ecd9c9ad729c8207f417ccc12a0301c95e8cb262a13ab880be162,0xf6fe2665d0ab4d949e2573642408e40a003523b222c4996589fdd40a908d4a53,1,buy_not_maximum_output,0.0009999999994736441522041179623726747321850686221413919740417956534579739
17070332,0xe569216319ae5084ac6028f9067f58b3bd3ea88604d1a8a4d370c43b408196ca,0xf16847cb85de493f078944602152757fb68850592ae9c87095fa0a43620f3cf4,1,outer_transaction_has_other_v2_v3_swaps,0
17070337,0x5e9ff6672c9adf3e7593dcc5cfa80ff30f67e2f4a3cf1d1d1a6e2f1c7f63bba1,0x514665c9cca9270f45c21b556259d1d47a6f508fc0abf0344d8cebdef26a66ff,1,inventory_mismatch,1895.657268385437470548289457389124785627443670554924505484828348816174
17070345,0x0936111aa9b6796cff1e9770387832240f624d0902a596ef1c5c5706188c9f03,0x23b87fe6682ece524bee5af6cdbe0d9656e0041e9305efafa40e603ca3016873,2,buy_not_maximum_output,1.288448081433881034177502016157928082367913060805949448072087334307777E-12
17070359,0xa9010069005e4c42cd76eb55dfefdd04ac2bfa2247d2ebd5f266016e943287f9,0x98f52d6a9300f8ca2cc53a280befad81cbf694191575f61b07b2b73bddf08cc1,3,buy_not_maximum_output,0
17070372,0x97e76e26dbfe04038fe0dc1c3b24df3d3b5e25791abafd628c6435a4f016210b,0x9c01d6de53c1a3d262a562a69dafd47b668c8a749006028c804c8272908da2ca,1,different_outer_origin_or_target,4101.603471687371806310785098850815873562391739421399617686820338661359
17070392,0x09d14a002640d1361dfccadb1510d9ca744a2238bb6a2b210c47681e20d2af6e,0xc2c85e7fd5cb4c380b80208cca6bc788145098c33096f317032676b42767124d,1,buy_not_maximum_output,6.269520677072834944237847046580778573962372019508563034788382589377389E-13
17070406,0x5819772729163af95ea4925d2c14c5a3e65e52ab90a115c7e5ec555480d31ee7,0xe4221cc983e0f59b982220ba9c50be503042fd7bb416e3400af8816eba45c402,1,outer_transaction_has_other_v2_v3_swaps,0
17070426,0x6ed576060ee47c1b08fcae34e72cb4001f2845582ce68e03aee1ae96a66213b4,0x1893bbfaea142e91d4fd13a8678ca1d560dcc6cd36b5f24abcdd362de98bf22d,1,inventory_mismatch,39389.24456175163676803598114741967208365144241878481387116948168296372
17070440,0x303d3c50a099975fddbaaec21035d7922957d143de44144ce0dcc9399723610b,0x2afa6edd180a32399a2e697205a9942fb13aa8adf2b72e03f078df7387fb1514,3,different_outer_origin_or_target,3908.661083246832014856745847930852450496486659717027741622309118695163
17070440,0xd8db1c6c16b662683054076e4fdbfcf93c25d87b75cd3908352d7ae140dd89f8,0x2afa6edd180a32399a2e697205a9942fb13aa8adf2b72e03f078df7387fb1514,2,different_outer_origin_or_target,5634.139143845924454311653490949622982224614797678628611104636702576686
17070440,0x3758662d4bcba0988a49db7594cbd411388bd276d4bd464a9397325dc91b9508,0x2afa6edd180a32399a2e697205a9942fb13aa8adf2b72e03f078df7387fb1514,1,different_outer_origin_or_target,4602.905961660075355737611756032634498328894664749924216254604363566808
17070447,0x12064e8404adfcfe102566ca7f33de5ee1c9ea9c215bd372a00329c87de936a1,0xc8aab206c452bf683d78e366a141d53e56d58a77f34807d02f3ae8271549f004,4,outer_transaction_has_other_v2_v3_swaps,0
17070450,0x0d3ee7d8b2920072eaaf881c29c279fcbd53415703ebfeec22d9d3184f73e8d6,0xb63ff55b56bdbde572ddc37ea44a097f5d0642e3f6fe12a2c25327ce10bdd264,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522038664935364386373045217895438325096560957224279238
17070452,0x0bc205bffcfee7ff147a01460a108870c849486edc0f4de29f86eba4b7f7c932,0x0aa785ff2b6aa070e12fd49050db0f037e39e8d9ad456bcde312244b17e7c48b,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522037055690281002769785892007095875773105315276873100
17070453,0x0463d8e3f2625e9adfdc963cc01ddffa79360472d9c227d275f0a7ee2a1cba4d,0xf30c1e40a6fee3d1718e8db26de41dae68a55bd9b6ffa044c72e5e36fbd2da31,2,buy_not_maximum_output,0
17070458,0x0e31984e569447c20b0b9e004c83ef20bcbe2ec9b04e2c3255c0ad37b713fed0,0x8e4d4356b5a788a6a2bf4e7e1f880fca03878a4718f566beb27cdc5213d60b9d,2,different_outer_origin_or_target,326662.7476911511843055380556702265505542453053518558981795889151606807
17070482,0xb277694520b174fb11796a7ae37615b137821e6786697c0155030d0a08900ad1,0x93985c4c16ec5e408c1c0a48b2800adc9279c4990fc2a00104c836c0381a118a,1,different_outer_origin_or_target,0
17070507,0xbcad0d245559f4f6c9b85c2c53eff95617b6a91f68c06bb77caabe54a82887f4,0x693c0ea46fde5c476b7a2281b341922a5a44add5125a17ee202399812597c763,1,outer_transaction_has_other_v2_v3_swaps,0
17070519,0x1923d8bbd3629836a582a18ce90185659614fae59cf441dabbce79458d170438,0xdd629a0dc8544859d2696e08397f581b7693b060f4e782b490f9d8315cd0cc59,1,outer_transaction_has_other_v2_v3_swaps,1.186253407614345947447355475065413369181151163336946263761627070396735E-25
17070526,0xef8226f06bbce31ec3c80584fd44f5406cda653b872928b91c51ba7c2c946a36,0x85c1c87be8c035dea2be9c521606cda930d0b5bf645832db13f3aae702ccec47,1,accepted,0
17070529,0x87d0a69a728a3ce93c825e75e18461f1dc0dbd2be56785c84b960aad1d8e6893,0x85e1fd53c713907c012e9fa9bd24f9de0844871a7eaf3d67744234449d271154,1,buy_not_maximum_output,0
17070530,0x6128a613dba74a27a1fef59b05d039a19b99e7e87d4bf37219a1322c24189f35,0x7446c60aff7751c2a1ec6d707409f51ff7cb6d4e3c8c47843216f1458899a0ae,2,accepted,0
17070534,0x95586d345444368c86492931a0c39bb6eb15800ccbc1ee7acd812960af0e5943,0x5e52700aa46d5a3c5894b5109851b8ff55b8f3be346d2168272855bcdb24f9ea,1,buy_not_maximum_output,0
17070537,0x5c845a6aef00b21a14d153d9c044ebf173ae492e3945d07674ec8a711bacb62b,0x39e3fbca1daa2cef528cce77070fd587ba46b2e0c26bc9327bc17fac2bd79ccd,1,different_outer_origin_or_target,88248.05410574819681455748304591073248061034671626619694333136898697957
17070549,0x49cf99fd593611cc4f9b841ad3b215c06722f370a6de4118f4d3e0ea4fa5d8fa,0x780e63e8e6104c711c521732a19e2d55cce91916d329bdbbdb17548561090d73,1,different_outer_origin_or_target,50071.55690683707761805223849188695385179769949774700393435864329956130
17070558,0xb20e764b77670c5a969b796c0e1f74438449a0b87ae7b1d0d6dcc79e2c7588f5,0x198d01b94f0f86d2e23b48276cfeb1edb736606f3582077f282db6f9531fdde9,2,buy_not_maximum_output,0
17070562,0x3f553998921de972b243a00e7c5d80b871089ae78370c5d54379c50e557b83c2,0x70c5e5c10b9d1dd5c2cb1e38499fabe585e73524b19b98853d1db457a6fbbf7d,1,outer_transaction_has_other_v2_v3_swaps,0
17070563,0xa4c09f4603f5cd22c79ab7d0d10279f6a8effabae0294bedbea8a9d5167f8175,0x70df5c133d50035f47496a022d56e668a24576fdc7966eb70814971ebaaca45f,3,outer_transaction_has_other_v2_v3_swaps,0
17070568,0x7cac20ff1d729f135deffe1051df7225cfb037e09cc7955d8cdcbf8a7e183712,0x7a54d163967197a8598bbe396a0085999269135d0a522458def7db535364c6f6,1,outer_transaction_has_other_v2_v3_swaps,0
17070570,0xf99f2b626e7f0d74319813f6159d0780d8e17f3206001b2aa352dbbcfc5a1501,0x29c863cfa23a3c26a12b99655a4d3b6b497e0f3570cbe8b66b4ec0bf038749e8,1,buy_not_maximum_output,1.062322389121416635155804379168349627283293286349693072576339591861289E-25
17070572,0xa952d2f737f86994e3d1f6ee7910f2aa2ec035cfd82cb3a9b11e97efc644ab71,0xd333eed8db9a0dd27b5502892d26c7dffd5e4c52ddecf402e417aa78cce848a3,1,buy_not_maximum_output,1.830454429381368199183631542241599467996249656904102976674623827724133E-12
17070579,0x97fee6138e98c3393c8081a45841d8c55c03535517f7eff363a1907171dee33a,0xbce0b4625b0b3d17c8801874a9043b539b25bfb9a9be0895ccd713e71af53996,1,outer_transaction_has_other_v2_v3_swaps,0
17070587,0x99a7520b72fc40404285e8abf9b6a566f41cf17695362995aeb6fae2dd406d8d,0x81460088fe08799afeae8920fb645f0e6f53a94c52bfaab84b55113bf63efbd2,2,outer_transaction_has_other_v2_v3_swaps,0
17070590,0x9c8375e7363f58cc4e38796882738467a57b7ab6ad9e786c0715d0966b647ed5,0x52738abea4e72ac3c5f782a679368e379a8eed9a8f0f4031457b51c1d5b1b787,2,accepted,0
17070591,0xc4a143e18a7c4fb68d37de10ca574da7ccad81f0080ed01dff0a881914604d81,0xf2b573b7f88e9f1aa7ea207f10e501590c81a25df4b6841cb7e278d03f4cc867,2,accepted,0
17070596,0x44fafa2244cd420559f9b6c326f9f79ca2251757e37274c53546dbc1499f1ff9,0xc8ed7ef2160f26958cd72b48c68a118c424ef30fb3029d224cd80531aea93f4c,1,buy_not_maximum_output,0
17070627,0xd9b850b7dabeb7be185bf43e553577b67549b060f49be8ad359ff2f7cdd3ce81,0x128e3588300b27f6e8f5cd064a084f5210307cf9ae10c9bc20d279c24750c310,4,outer_transaction_has_other_v2_v3_swaps,0
17070641,0x1a31ba32c2774fe45381f54f97da6c78d4e79c62c1b431fdab2ef62c2e223ffe,0xad26c9951232f6895155697234711c5ed806c84326f6ee887cd4562b398526e4,1,outer_transaction_has_other_v2_v3_swaps,0
17070652,0xea25314f68053ef8401a93d38701df0ffc33c0bd06a51da3fb1abce4380ebec2,0xdf7a486c4fd94ef555cb29eb9eb6c7f2adf36bf748c790c4a2dfa7e52e339301,1,buy_not_maximum_output,0
17070736,0x967f2a2feabfbfcc651b0bda6d0eb31c6306550ec98e02c2e3a2fd97ab830ae1,0xaa9920ddd2fa085b55f870208198de65c4032bab328b3cbb018ca71301f10aa4,1,outer_transaction_has_other_v2_v3_swaps,0
17070740,0x2796c1456ec2d3a11536fa33db595efdc75be50de97c1f22fa29c779fb47dfb2,0xd45eb32b27f879f374a8c558179f549fe09ee6c514e9363226eb86ddc4ce1681,2,buy_not_maximum_output,4.317821188961522962501513653558751129649882506830928191488156382495176E-25
17070743,0x2faf01e3586c3eee8088dd495007086a4d27362b548de18e8748210f5369bb15,0x38f1e44c4b76b6d6311f130726abb88660571427104740d72f523cf513dd740e,1,outer_transaction_has_other_v2_v3_swaps,0
17070767,0x219b3d41bf3a7266cb965fc43c3ede7bc715281f71f8772a9553663d176ae4ad,0x1bc5b874966862e2d1cafcc23b1ec63353d1a1c492a57ac90b48df2a78d606d2,2,buy_not_maximum_output,0
17070777,0xffb62adf31ba9aba50c832e57f8f59e774df972b2b78e76292a61c068b659284,0x52a860cfb8e780baadcd01d724b2bf5f1ca42902f1f12a3c1b348ee9cff1db01,1,outer_transaction_has_other_v2_v3_swaps,2.291177789894765688119884729432963841443729796686162580110261072697155E-25
17070792,0x37b894fc50278c34a2acb4814cbe6d7de85075fec5bbeae87de6dc128b734d4c,0x41d8944a17a8547d9aa3bfb45fd21995e25a16df71099eb508e5f6353617436a,1,outer_transaction_has_other_v2_v3_swaps,0
17070795,0x03690bd8989763d4b17a494de8dfa2909083018bc2f106d1690dc0c247e34ea8,0x150b9204f1c6d3b09013442b7f53b2247ba1d47a377fd391aeacfcf9334345fb,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522037046542577251178964016220829156056248296187923166
17070828,0xca8f26a1a45028c902c78ed880d2cf932c7bf9c68afa12a7d1cf660c4cf69562,0xbea5d0c800813ae03849b710729eb331ba6f4c3ea30fb1b394d78d4dbc1f41e3,2,outer_transaction_has_other_v2_v3_swaps,0
17070836,0xb603b6979a19c341ce90c66d49d0edb5ec411fe306c3e1a8cd6bc39d71f8b646,0x537172d9cc4ced8d81df5a285e9d20ded9c57fe01227ff24f4d626b7556e3787,1,buy_not_maximum_output,0
17070848,0x6892af0494577775f044ea3b1ca81d5fb2b29ef7ccbc2ebb6dd2c68eebf2a600,0xd250e78272ee2c6bad818aceda0b00d456d8a0fe417a1358a74b33ca44dc971a,1,buy_not_maximum_output,0
17070854,0x96fbf5a93af6d49de1559e0e3f1046fff4f12b233bb290ca7ed7735f72a4f5dd,0xf5c20dc66122a3d404d540114c95045abacb7c4508351ed88619f42b7a963669,2,outer_transaction_has_other_v2_v3_swaps,0
17070870,0xf66786f3b09e05abc7d9b9794f49b3bab983f99d7665625cf230c2c7a238c8c2,0xb8c64ca77bc443e1c1a9947dfe54684ebc893ed27fe4cdb59839cf1f236e053b,2,buy_not_maximum_output,0
17070875,0x9c334fbeb83d754e88a7010da4c40353f36206a273abb2746a3cb26c9c3b88f7,0x84f371e78411bbf9a1bcb77a95304775376bb3bb26371533a56fb6e9016b7963,2,buy_not_maximum_output,0
17070879,0x67a70beb6fa5e36e55c9acd72f1c6ebe41b7eda1a5c3dab9161d59abeccdd2a8,0xe0dfa8cdb579145f075c4cb656b910628ff79b12a15a54edec6d5ebce6561ad3,1,outer_transaction_has_other_v2_v3_swaps,0
17070896,0x1760047d9dbffe8636e6f78cf1247a9bc7c1277bfe540761a1125217036918bc,0x882b53d42ed9da4187d70bbe2f51575507d64cdd5f517ca2418cb6876ca371af,1,outer_transaction_has_other_v2_v3_swaps,0
17070909,0x926b73554c18bb4417d24e3d80746ca07673b0fdac069fc3889a1306ea3d258b,0xec34dbb503f15c8a418f4ef68043b0643295d72ed5fdb7bcbd87bf06770a752a,1,outer_transaction_has_other_v2_v3_swaps,1.241696143849383402163083678337823325315458646027161949566526811320325E-25
17070927,0x2a22b1036502b54c29f7d60e550a6d06f8ed890a9877829c6b1402e7d3a9f891,0x416037786f8a8b5acd7433f4ed404d58c18e37ee3c9f035af76d35b4d216f67f,2,outer_transaction_has_other_v2_v3_swaps,0
17070942,0xa6065ce0e9cb45efe7522cde40923d2aebdf4ca515374e08d4daea548d09b3d8,0xef360fa8f1a81745a9a1ec2eba0fccc748b53639aabf8ebda7d4fab27c19f78d,2,buy_not_maximum_output,0
17070946,0xc172b1ea15455c422cf8ef78d2149fb7c24aac81afffbb5b54c5a32306027b80,0x75f910ec118f12e99004c0f5a2b67f6eb1308a60a9a5348596ef59d0bcb3313c,1,outer_transaction_has_other_v2_v3_swaps,0
17070951,0x203daf0c03d085c84f0d382438321e39d457f7f0a7d6f5108dd1ebf57e9b5665,0x1e7131c0abec28bc9c55a9a16ff6741bb66f48b35c673a1c914f0dd5dcac6489,3,different_outer_origin_or_target,6820.112297823139610539193635264130912425758578403462987040307986618923
17070951,0x4486b460de5f93e6a5a1630d31e53325dad5cd4e6ba7d25166e94c568eca7254,0x1e7131c0abec28bc9c55a9a16ff6741bb66f48b35c673a1c914f0dd5dcac6489,2,different_outer_origin_or_target,43626.45020914923509088492748657612789507293917045955047016875755423910
17070951,0x0847f2f63aa6b241af9fee9fe69c8992edf807bd3d523f67c0de61d7b5e6eded,0x1e7131c0abec28bc9c55a9a16ff6741bb66f48b35c673a1c914f0dd5dcac6489,1,different_outer_origin_or_target,70528.55594769616195781165870590030327213334677418243646798520763039402
17070963,0x3939ce4e2a1a86d0e0c129c5657b7eaa7d7180979735bea168f2c291bd5bc847,0x00cea0164111938b8dcb297a611d8ec3633a9e3e96f813847ac022d7037bd8a3,3,buy_not_maximum_output,1.291843941878714239655747554136064387140516185367983834040994680703845E-12
17070965,0x1c71afe54786d16a707d279d971df451dc9c87a949367a242ec11b5e519beddd,0x5bb47747a28f80412671a8a6cee236532b101a62fae8a12b087a87bdeeabab9b,1,buy_not_maximum_output,0
17070969,0xfe9df5454f82f7798030d03785453d518b2afeb774b0c191395483cb0e4f531b,0xb1a19ec38fa52e1c84895dad2c35c61d992660843d8fa100ad73edf201b717ed,2,outer_transaction_has_other_v2_v3_swaps,0
17070986,0xeeacf3b180f38db4164906d1b7c6fdb7a5b227d25e366e7d9fd74f3e56805a23,0x62143f263ecb1ef3ce908fe347fdf0985487f250217cdba7d077c732e82aa93c,1,different_outer_origin_or_target,2071.054191929107495373788602630977751092605817386165772302155093389082
17070992,0x9b8eed3ee5597ecec402184a23f9caa037823d03f41725deca985b2ba380ad2f,0x57347c656247663292df7d330e909a8c1806521cc50566e50d6fafc64a6a7702,1,outer_transaction_has_other_v2_v3_swaps,0
17070999,0x71ed517a01e0a139b7eb383081c668a9c83b20c7bc63d5e385e91fbf4d643baf,0x710ce6b9a69c27e26fcaad68e1ee1c2bba092eb4b80ca5bf082feef5d7b6be98,2,buy_not_maximum_output,0
17071008,0x053260d94a0ba1f05cb878b98040bc9faec99aa64a73ebbefc4ee5daac21f974,0xc4ecfc2bf044fb972a2e6c0c287080acdc6090011e668ab2fc0e0be26629640b,4,accepted,0
17071024,0x79406c1afa5257c572b365e057396e69c433fa014fbb64ccda6a7da1c4341ce0,0xecad3d742d1210713c4067900efc747483845300833ac87982171af29537ba08,2,outer_transaction_has_other_v2_v3_swaps,0
17071035,0x906a654ad8f9a78b88e4e3f073d14526c8e8761ac7c13f70ade0c38a6d42d544,0xc09f2b1e340f831309b36bdf4640942ec8d227e204e7be4ee3a10c1bdb9d2e8a,1,outer_transaction_has_other_v2_v3_swaps,0
17071046,0x8535ac26ccd200de3a86cdb2a5a1617ea4bfe83d03eb8d209bd2b3eadecdde85,0x2253b2fb95d0c36f3bd158589c4eaac305733954d4ce7a783037c15636b14ec0,2,different_outer_origin_or_target,9212.925130730280942235298839118628010773793975342111065506346464307757
17071046,0xbb36601cc0004c632c7051cd0638f5be17c43e86d5c675c1cb4a3fd27af1fae5,0x2253b2fb95d0c36f3bd158589c4eaac305733954d4ce7a783037c15636b14ec0,1,different_outer_origin_or_target,14219.52936657258730183590545997405950096897917575221996822131245455586
