block,front_tx,back_tx,intervening_swaps,reason,inventory_mismatch_bps
17075900,0xcb17b819c3d88ee45c536dbf420b497c743aa8675ad4fe2377725ca296de9e6e,0x3ed0c0d817ad3493adacfb74f50dee6b0f5288fb5459c6febb15a532581df56f,1,outer_transaction_has_other_v2_v3_swaps,0
17075901,0x2b9fdf78968bedce04589c2701821a413db2b1663425d79ecd5c4d0deebe208b,0x91f41de3eb1a9b9c17691c5f0637bd54db6c1c062e699a459918575c819e661e,1,outer_transaction_has_other_v2_v3_swaps,9.757304853917328275207464175965678595428921156247205667873201892009783E-26
17075912,0x3e413e651e6d0235348fcd8e3c2e6d8f9f5b59833491deb05f28152f470a643e,0xe29d0135f5f5da08dd4b847b6694ba14a3b72923663481b7be517f407b06fa9f,2,different_outer_origin_or_target,8338.951596136571205582293608190266411184617128731944276509107532310309
17075932,0x4029aa82ee6b4338f8815f204b7023d9f3e72a3271417d76ece34dc4cd5126e6,0xbb7a33ea1fa715c9e4a0b00f3e139a795e01e0176bf41c3deacf7f5804d7b117,2,outer_transaction_has_other_v2_v3_swaps,0
17075940,0x3e2eae4239409d96470a6790fb163272e0337114cc219ede7c6a9213b54056e9,0x2d6d4ef2c9817a15ca03cf88a04bfc9d11ed2478e2277cdf1cbb1e9e5aee37af,3,buy_not_maximum_output,0
17075959,0xc9f7af069d5faa4c14904fc1208a870d100e72c744c54ab77457d770ac30a774,0xded934ccdddc0978340ae6b5025ab142c9e3403bff75e70677ac6c825ee8782b,4,buy_not_maximum_output,0
17075962,0xe8a1c132d59b1892b65434cbc05783847de4c5ac86363501caae95096a72022e,0x718397016be7ed153689e26d7cc43d45647e4fc05812ec6bb7bf2830d9e7a4b8,3,buy_not_maximum_output,0
17075964,0x97518707ab8800debd76c40b8ec1ce7502c497ab77efb310e0cb2d70fe7776d0,0x41d06e10d0d76ece519f96beadbc0a3d7fd93ff08d4490a66a0bcc3fd6fe8faf,2,different_outer_origin_or_target,24063.97484646247400713276687380859136705549066827752184943798702604931
17075969,0x1befc223596eaa6d221f169953ed5517d34495e233e8b458ca2b31fe2b902507,0xa65fb6dc118359620bb5ffcd5e2ceb49fc325f34eaa1479872cdedd78779697f,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522038112627309267646705499695456406545385077198733561
17075973,0xc3f16ef11e1a998b87bdd7b8fe669c5b2ee0739a10f2971d93ba9836d67139a0,0x035584515a9e948515e40d0e09644b4af8abadf4fe6906b6b5cb2ce1ecba8ef8,1,inventory_mismatch,3599.874311104382636478573642536427145338267877891048679771855235878799
17075976,0x13d5293853d0646dfb959ad17734c4c0a30985b29fe12f29178cf61b87cfeea4,0xd89b585cf509ff3042b898f4431823c861cdb3fd05e23f47aaa5b400a309ef0d,3,buy_not_maximum_output,0
17075985,0x9fe3a0cf0861b577d13dbb1975def0d4a1cdb7b7834b5520033a27398712c304,0xf51781ad76adc0ce7ca541fb05ac185b76460d1a72bd3a6f25207ea7607d503d,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522038612870490936711630469211874071979074301974342139
17075989,0xb3c8c2424d07e4e647278e835df54be3028f092c7c47fd0fe110f4790a46668f,0x683171f940aaf9d78054abb7c197b4cac344bfd3ef2f89842050ff47e5a8aaea,1,inventory_mismatch,4190.782705990105877951869036187529129295819275816417317391899343400749
17075996,0xf260f44318bd7ed1ef5efdd17efd22ea5dec1d61554bfb4294a26cfb089a5ad6,0x4260a17fb4b0170b3bbe020a65b3a7b7add87d8cab0d6490c664a5df58c5dcf4,2,different_outer_origin_or_target,50821.85974492199024189906187088509427980282776833365373080610676109420
17075996,0x299098267fb6856f46dbd8d234c9c4fc9252bb0203f1ca83e3b04b64302b0062,0x4260a17fb4b0170b3bbe020a65b3a7b7add87d8cab0d6490c664a5df58c5dcf4,1,different_outer_origin_or_target,160.2269316265060536941825888419028582321761675246092447780502221720125
17076001,0xd1db5245fbf8f4927b7c1ebdc65244db427ed20ae8e258bff0f8b315a3618727,0x5b9dfc4d0a3602ae05bf54cc7d41a5d20c0ad34287e95c88df3d025ab186efd1,2,different_outer_origin_or_target,7982.349126391925109160572962564589655268403080013922550297493988175690
17076002,0x3aca3a744297bce901db96d606e6d4324968142299cfc74cbf0a71a756773e21,0xf95a4b1c4e89431a3418597e4caf2fe37fe292db728a3058b05fe125d064ff5f,2,outer_transaction_has_other_v2_v3_swaps,1.358960711210757879197772336321443257339587167361462232127465531736879E-25
17076005,0x3457a030e13b3fc20b5f93506bdd740725f36202d7f04c5fdae7e5d79e72c74c,0x4cfc3dcb9cabfa0406aaf808b401118554132a271a81b8a194724c6a63a3af68,1,outer_transaction_has_other_v2_v3_swaps,0
17076011,0xac0dd5ae72b78595221727d0b552884d2f16083dc6603425379307d290c81666,0x041e2782e572bf519cbf1db766669fd595de327ba60781697db59bec2a8b3b84,3,outer_transaction_has_other_v2_v3_swaps,0
17076012,0xda7328266f57f2dda1a0ee1cae5060cd267fbb0ffc8b2f5a4f585ed41dfa4ba7,0x70e64830671189e7833bd77f25c1e75d7f22918fd253b92418ed4865d0053140,1,different_outer_origin_or_target,4942.496066678578953349843674162830066432224787108365588302273628159338
17076019,0x4cf1394672737d32215abef819a0ce35da54294c24a7ceb0d4ea2d1abbcbb718,0xe34710097a5fd84c4cf89497da9f19b3372848ff199f31506bf633d701b31847,4,outer_transaction_has_other_v2_v3_swaps,0
17076042,0xb048d1ea7e95128bf387eed5db78c5f22e3a0663ac10912a02577eb7c1323f52,0xbda5c166619c86feca01c20b6a7ca3ecfff5d8379839b9cd31c8c39610e43526,1,inventory_mismatch,2710.499307230461333196489967670754862215836198491301893570072355929594
17076044,0xe5fe1ac484f913b2e49d349a1d1487442715c10b9add1baeb8414d519bd4d803,0xe7236b8f305556bfd9e5b2c2efd6992202c5dcee7dc4ab0fb1af0892fe32172f,1,back_not_maximum_output,0.0004739113759229699952798560152987130336129698842390173821978100603117719
17076063,0x57e5f8a16b68c365c1b56279a3dc3c3dd1fe05d8240708e0d53050b99df48cfc,0xa96f56a15229c78e78cedfb8631052336b720c2ae4a54acb451543c883adb6db,1,outer_transaction_has_other_v2_v3_swaps,0
17076065,0xb5acd9433e87b869efe1b17d8080f6544c1df3fc214e165a077cac183d3a8a4d,0x28513ddddd9af5af9e315d51773e66c73a5a26feeab437099308ce2e78b06f1d,2,buy_not_maximum_output,0
17076066,0xd688f274c59b35f65082462e6fd86084b4ff039bab0580e86823abec5e03c268,0xd1e962e175568fbbcab2da93ede30ca52b89bfb1d33a00c8e0d09000c1d8ed01,2,different_outer_origin_or_target,12506.36508850796884698573672799759802871814011406153240908021913610611
17076070,0xd23ff4d827d13000884166fa7d20bd6f32bdd37dc91ebedb6da962a6c60679a4,0x50c7146f33dde081098ea7c0db829f88ae3a8d5c7243e6e3267c1e6b12b0f756,3,inventory_mismatch,21034.48977535866974902214055674778456993653566242034020758752915919936
17076072,0x1c94aaecf0c004b7383c7cb2ae6903591bdfe3f84e5d732262bf09edbd9f1a6d,0x8d2b8361391ccecb547b96e931e66cfa66b7bbb8b64db7c0e6896138decff551,4,outer_transaction_has_other_v2_v3_swaps,0
17076075,0x5efedf7ca5017aa9d70d05fd542014cd96d3d6bc63cf4734dcebc38fdef3a565,0xf95d1705160b775a6fbc3c7b38bb02e75e04351c566b4bc3d8fbe0ee2233a851,1,outer_transaction_has_other_v2_v3_swaps,0
17076082,0xffc360a1ecd8209fa03714ed4a86b9a68c12bc2320740faa9aa8819854f4416e,0xdc6ac44304448a13f749e2b2e76a77622750d05cf1c48e8f556d4c357093561b,2,different_outer_origin_or_target,55815.82638051617111477658247549591987777221484683172404042426284275987
17076082,0x25f3387b3b91b700835180affa1eb633f680de690ee65bbca963c5f6d4770c78,0xdc6ac44304448a13f749e2b2e76a77622750d05cf1c48e8f556d4c357093561b,1,different_outer_origin_or_target,894.7899178341145415654352987963823968459941208692362615946816107214642
17076086,0x7951682d05b7a53ce3db53a04ae4c2b8f9e7553c7fc4a8eaee4642640831977d,0x78dd4272095b68c785e7f3e10fb69a10a0ceb479829d7688001857216c0ba60a,2,different_outer_origin_or_target,6479.528657533651649536141337374210694078084238097805767582191927242458
17076093,0x36e45a4880f44f04ad976908512c2d763298aa5cdd473ec4e69be27ea089535e,0x6f9686b025faf956964f29a83bc74fb4ea208e9d3aeed234518a3454c014e540,4,different_outer_origin_or_target,6270.109924191145401649975868807652957457019397365573427209557408614831
17076095,0x75292fc469647e346995058cb48d83c202de07a1bc59fed715f060a0d331b009,0xabb016b8c4bca4183d925c9cd1584cf0522ddb0c34bd8e4ba1bcd741f0dc7eb7,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522038392314587701342083941386546595765591378845675774
17076102,0x210b233d6a7cf381f0889e95618e6a5002d4cd02c8fa0a26c1fe629623360f5a,0x95536828e6c1e351e5907f63e697512827710e1933743d48cbd326f328f75472,1,outer_transaction_has_other_v2_v3_swaps,0
17076106,0x78a612ffb24013f5a21394e382f7b4c26ddc78998ba8dec4995eb9eda09366a2,0x4ac3a171d5bf3f33b35f6a9d81c43831591a1bf050330f45b872f1dd324fea5e,3,inventory_mismatch,18969.02281537657171266752641255262425271830384105773822703921098697484
17076107,0x51f3b1b94e3f2cfe9102bd52a509631f7ed0ab9e02573ebc07c872a2c4e809c8,0xe3a3c18ca7e3120b9d0d8bdd553038d970956840ee8e51af47237a485212557f,1,buy_not_maximum_output,0
17076120,0x348bc824dbe4c69d9573e5382341fc2feafa807fa3a37ac61ab1842725a611bd,0x2b13a87d64fddfc5ccf27d27f5e0438e0505eb60526f653e21f30d7e3c983549,2,accepted,0
17076121,0x512d70527bd84554333faf710ff3a5eded8519cde744980c1fc52f1d9dbb47fa,0xcf9d2f4aade0023e1cd379f53bf690f9db19b17a4021fb0006f19831a87acc52,2,outer_transaction_has_other_v2_v3_swaps,2.815811169409782769497895391762661630018041764020390082410452079357696E-25
17076122,0x5bfe74d9448e0a8b91629c0b6986ab31d570bd2533575aef79f6a06be7dded81,0x9e1be5f149be57cdff568cb6a1461f212d9566afaa9fc8eac368349ea68ca5ad,1,different_outer_origin_or_target,32789.91017131265775778851453400967778995308168717123708736177108686986
17076124,0x3e1dd7395b947cfd8a0916818fe750a1aa0f0a231d496107624337011069ec9e,0x2fc4e826c310cfaebb3c3facae042dae4b1f47bbef16d287f052b15ad26e4cfd,1,outer_transaction_has_other_v2_v3_swaps,1.996521744284422488411477864437854717428573676207936139474686355920014E-25
17076130,0x770098f0676c452472192f33f82588af4b4a2478cb675dc855641ede9472397a,0x3f3c497fc85575c38dcbcc30cf0cdcfcb9869b24e5037d7fdf2196edc4f851b1,1,outer_transaction_has_other_v2_v3_swaps,1.695205888910793596250856136106181718151557983782336275899533741335706E-25
17076142,0xea52a331b0f5b2595094b1f0bf9df599c5acc1efb877a0b72f230f7f3a584f37,0x1de8dc39fea923314e664e117aabd5be8addbba18b103a2bdc1897cdcf7bcf3f,1,different_outer_origin_or_target,8892.380005766177379747824926517683293360492781208831838264451040929634
17076146,0x5616928d37d7d04a167d6676441b5832aabfc6a309becf32a573be47a675cbd7,0xa89035f6daba7e4ad80eaa05246e75bffc91f05e0f2199c3239f49bad7d7c6a4,1,outer_transaction_has_other_v2_v3_swaps,0
17076147,0x9a7fab877a732495e560fbf757c2d86c10858ecdbd5f1d10b64d0f2ad457e91c,0x41eff46b8da3b21d9e02f9b7efeed5522da0609b0072e0826f2ddc79cb0d813d,2,buy_not_maximum_output,0
17076156,0x1d523b689e3820f4ba14474749d9b0906af09434ff2bff10fc39287256f0fc85,0x2b07554d82a817367ca1db115440963093d5103ce5561d0b0db111fb4a84d7bd,3,outer_transaction_has_other_v2_v3_swaps,0
17076157,0xa09a38d68728217c8f7ca4205043644c579e4cbf2537a04dad0bdeb40d27a892,0xa23f0763f72062c018d0f9e349c8308ba8e99e0d95be6626801eb4f6a0c7b238,2,accepted,0
17076158,0x7be2fe4e834b03cfa1cb5704a6557b45d2da0c789a2221a21c5799c2b209be78,0xac441c1dae762d62616f8741f740bc75b6928270f3790ca9e84c18f9695f8c94,2,outer_transaction_has_other_v2_v3_swaps,0
17076162,0xc7266f8f4bf736db6898ff302be90af4dcc0ee0d42f706da3c314247139521a7,0x3034d12b05b619db8b0211fd4852f89918dd70ccdb8b828523982af843b31b74,1,outer_transaction_has_other_v2_v3_swaps,0
17076165,0xdb65418920109d161d78656f4f3bb381bbe2d129afb22c7da5bdd52c7cb86a61,0xf85614fecac24e5e45536a55a91045b5c9d5016f13a0f5451d3c1a63a65bed8e,1,buy_not_maximum_output,0
17076168,0xff0d837673e28ae75bce080714c210190f1e26ad7fab34663472abf95174cac4,0xb4064a6ecaeffce86501ad837bc5517a6427c622f144a81903bd967b30117efe,1,buy_not_maximum_output,0.0009999999994736441522036968285360160155098829758181369661178635896862381
17076171,0xa837723c22bac9f0be17ef9cba3b07b1273e8ab21b488c82aa730e4fe49abff8,0x496c9aebfe861a988b469b630c0bd23c7c7cbf5fda797953a8bf6073eb490d94,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522038818432220918788084450292446568991776755654278094
17076172,0xd0b577b06bf35e280befc745af0a5ba895b7207d8ba7854109e307883c110e75,0x093c7b7f7f5929fb965253e020ca0995f1bfe334b1bcd52a0482e69d7f33645f,1,outer_transaction_has_other_v2_v3_swaps,0
17076173,0x6b94b0ab52f900dbf8c06e91a2cf792db2089f029119f09daf35386bb2e87504,0xf1ed2dfae5f6786606b10880ebb60b6d73e2b5a51788415d1864936943672d37,1,different_outer_origin_or_target,47698.41825914428157217355502885018683254814884405021664223766179946029
17076185,0x3c19d2c1ebaf89acbacabaaf1916949475a0e7e6781ea185fc7e696fe7bed2e7,0x7b5e0244b3c21538e6b1bccb34ce9e62bf165a42604d3c5295fa5e4fc1423641,1,outer_transaction_has_other_v2_v3_swaps,0
17076189,0x92ba28eb0d4e8ad6bd6525e2d16e8e08261622c30319cb6057baff01a1217cf7,0xfbd0fbeaee1011fdae0f096e174ab96625db387ce9c967af473668ba8a111e8b,2,buy_not_maximum_output,0
17076191,0xdc2626d682f3a1d7b3c7741cc15d97bd8dd18960823705ad29e42f6389daaa87,0x2213cd94158d2e812985fa8622fb75c684cf18797d0ce6869b4cd2a81093dde2,2,accepted,0
17076197,0xd05980e333a0c2bc9893fe60679d9391c8720ca76b4f40ace5fd22d0c827e7c7,0x206b5b62f77569b67e3bf3145a29b7e117c29c4502f30178da734c649a68c6a0,1,different_outer_origin_or_target,5805.501427139683297307911642010631694085733357509912912819974182724806
17076206,0xf9f0e455b36dcec0cf48eb211d30499b1815cec2f02a2cbd52681b83c637ba3d,0x74c8dbef20d77cd9c82bd64300de58a213c00eb8e3d0b9f3e7be05f8d4599de7,2,outer_transaction_has_other_v2_v3_swaps,0
17076208,0xd161b5f16dea4411036c2d4641edff21f198124f119c7b1cdac54f509ac5e5f9,0x4c2ea87a1797a540108d8e60a265d70fa2f950c053bd59e107acd4e4c2ce7291,1,outer_transaction_has_other_v2_v3_swaps,0
17076212,0xaa2eb2a69a57799511b555ba63280ea06b54678cba8b473e748158081a6182be,0xbc212e30f95f55d4a3423318a7f1683283623cbf5284478c9f2ce8cf55eba98c,1,outer_transaction_has_other_v2_v3_swaps,0
17076220,0xb8d4b40682896b9b2fadf6560a77acacbb6cdb59bcb5dd27b1303d5e341bbe84,0xd6e9a524f0c72117eb444d5f6793b9ad716c0a5354f09cb0936fe09d07c0c500,4,outer_transaction_has_other_v2_v3_swaps,0
17076230,0x302ae1a07cc94a443f85f1afe5fd0e46e790de3405c98ae0347e3c695668c9f6,0x5400afa7ffe9cb762a365d83969a8ecf1dfabbe6b0cb83e52c33c6637f4e2e08,1,buy_not_maximum_output,0
17076232,0x1a8dce9a0ef8467661dd0d6d7e5549948f39145a88ee168f0e32d7095ec2e729,0xba335fb67a675afb05c7add2f49450e8d699ccc89d065e542fe77063add6f795,1,inventory_mismatch,2672.358223419966449890740970816433271773489611302080236735293843610879
17076237,0x01856e76d97d61610770006f0f5104990343fd6d8fc7f00970d653fc57077bd2,0x52f4043e868cd2c07bfb251b1180dfaff463a01ef7fec7ac0799f79e621beb2e,2,outer_transaction_has_other_v2_v3_swaps,0
17076239,0xc0c84593427c5ca5d81474f2765d14e634995057d245f93fa5ef2bf0790baecf,0xc08dc2da1688eeacadf065c6beeab21f24cd708c8776e10470ea22fff27af87b,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522038084288674781601940364913147230992723905291444062
17076245,0x5a3377d252c8ebff5514dfcd527dc3426e60879c3feda5aa698d9f66898e4293,0x4f7e98bb5e56acd69fb85efd2280201288bc551c279fe4c0a07fab21e3a049db,3,different_outer_origin_or_target,22227.17247284728493004103205801211058090589959270011238385461791965408
17076247,0x1f5f0fdab79267d2586df20edff320bd1e73c029d93611cb6a09f37f50f2e76c,0xf68429b3a0f502eca6c7f91cb2a3ec75760510b90e3230d1d832cfa0100ca1b0,1,inventory_mismatch,54368.28009379694013186028526607340271504970887585463168996620169279638
17076251,0x1fdc79516c10f4118ebc626e709126c0445fea3eb3803dbc82a47ce3dfbcd249,0xf056da0b44ca6f801343b83d4c8418ece44e418c7fa8b03fe7a74af326e240db,3,buy_not_maximum_output,0
17076259,0xda1c250097a033f8a6e30e4a435107c7ed9f5302b9476ced1d0611b7c2713cfe,0x33f241dda898e0b4a9e32f845fc948fb1b3de1ed8403fe288c81d0ac8570c341,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522036963056915638188786710149430284260180805424130215
17076263,0x431c0530d1df6eb81c7153a8dbfb6163f45b33a867179cf680eac89177604cae,0x00789c3b2219234bf04c2e6d6f8ccbec3847f56b1e5f2a296320ece4c5900700,1,inventory_mismatch,165395.7566610703905671368101921716638499401314457156739550368868195724
17076268,0x65f3a1eab76f3916a365c29ee525f54591f26697f6db65a37f345454d54a5530,0x81c6ac02e9c9677f286d8e35157a1f322d086e48b6e6afa091becd28c698f51a,2,outer_transaction_has_other_v2_v3_swaps,0
17076278,0x41ebb2503d7b1e0de3a2b3993322221afc6da9dcc37b79000f8e278523392b93,0x60a14ee14daef446eab8bcd9c1197de96f18e037c01a90cc51ad59654a024dbd,3,outer_transaction_has_other_v2_v3_swaps,0
17076280,0xf7cae2de88e759c71a9cfe16fd55c45396bac753a3b3c116d9d2d2cc1b3314a2,0xa206d397be66ddaede1a44ff07a518ef965fe93acc8c158dd7256d8e283eb9e6,1,different_outer_origin_or_target,282.9507714684369476890768924144745848623603853937498619224091676662538
17076285,0x689822b15b7d56ebfcce8ebadb357ec669df8d22ba391036616128963b84e623,0x32ae0329710ecf950ca481ced907bb499c6fe96023357f9d1ac7a4c86dcb8157,1,outer_transaction_has_other_v2_v3_swaps,0
17076295,0xacbaa3f586efe08b006a02e7a00049774ee320eec1012f10caa5256af2c9ccbe,0xa0c8cc30c021bb1541791215d5b1de0e691d6e054826cbe0a3fcd541000a48f3,3,accepted,0
17076296,0x33528f36699138ee2f3286e8ff25e11899a43319d3769976704f49ece5d82e30,0xeacf04079e667e7330ba07319596e3360c0be3b10fd3e0a3ec1a556374df707d,3,inventory_mismatch,3088.636661099514175826237287664020197672622082583575395278848827089467
17076307,0x16680b4bf83414b37a7ac18e0b5550343dc9e8c9a9ae0e8977e6ea7bd189f622,0xc2e86d57e783277eb3c76ae3ee613b1dd890da4b4e4a1af4541abba9ee027161,1,different_outer_origin_or_target,16466.16127471692737055078241165621571219699761001425878788739023529206
17076313,0x666b56d6d934982a86f792caa9bbc5c1b06076a055c627b5184415fd3af3ff49,0x41cb63c66ea66614b1011c1122c527a15ef85ff61589b8f3663b63d7fef3b11a,2,buy_not_maximum_output,0
17076316,0x553e8a74a3189c4415c7315c1e0ac10d468a95b8eb3b1b14cd4c70dc609a04f2,0xaa0ecac3d2352c72299a4b386b6d7d7660d2001d61d6df3df734a23cb7bf9dc1,2,accepted,0
17076328,0x1934854c777365f9c30136cd2c6c52ecef55ef391b6e1ed0d5a286eabb83c189,0x09ef97f30dcd8dc94cc50a0b80795abd214e348fda6bd33bb4d21897b561df3f,1,outer_transaction_has_other_v2_v3_swaps,0
17076334,0x4f144d791fd2d9b042c8cac1ccb5ef8265e220d7fe411700c37978e5c5756cf1,0x4643c00b8965ab2032d31921af0040b931aa5d28fbdf93a96e16d9597fab316f,1,different_outer_origin_or_target,8150.790933577638509505158584766944565545587336485366655729302655504249
17076344,0xa8119f7eac4176a52bcf03df01de37ded3109302051acd8aab61f2040dc0cab6,0x3431acc688a8f74f7bd94fa9f5ea4b5a829bfe6547de990308521d7120e1711e,2,inventory_mismatch,5312.286952393251773030396470640130205013449539575733310974087534866273
17076348,0x151e30293e4bbd0f94a5e0687ebe7d2793382b15c97caf4a82ae56944d1dc0f8,0x7d4a98ca50010a8e47e49956996677f0c110512b342fb4a5b6df89bb463561fe,1,back_not_maximum_output,0.0002522622069486821608902150757873165627980778714826167798721472489122624
17076357,0x268df78383e2107a82185a654bc51204797e21d3a0f60a308434ca76d6d2399d,0xa77e314b75c749c2cf7168b26a02e40cc9fc89c75a549bf2f7531a4052a8d5b0,1,different_outer_origin_or_target,58932.94954809236641206817097200016161020756577040840366787686069764265
17076357,0xfbdff594386d0bc3697b0110c83b14d4b55c5b1296ddb74ce0c6a7a03004f764,0x280630d3369981c29b742a450435ea77a593a7832cd2f8e87d7804981180abde,1,different_outer_origin_or_target,4563.154938218885045187896253057807741382759422941817925878185977706684
17076376,0x75fc763b3f258f2387797ee341a7448901acdf4bf0703e1ebf4790ecfd39aa4b,0x852a0995efc7c2d8adb801e0a26b214bf9f1cd27327802592eebc780819e8247,4,outer_transaction_has_other_v2_v3_swaps,0
17076378,0xb3e7eef7fae176876b6cec998e1183d62173277ecd93402ca89862c6d79d9959,0x7be0c857f815420c859612a21f3f867ae9546e4123783d618445c88aa5d65bcf,2,different_outer_origin_or_target,7629.885032379229083961995377282311266563358221293818574148368654646038
17076378,0x05e4979d67df6d7d07457b77a648ac115955a513eff7fc6804ebc57a2f4482cf,0x7be0c857f815420c859612a21f3f867ae9546e4123783d618445c88aa5d65bcf,1,different_outer_origin_or_target,6042.630682938302373273267126234357756303164965272061166198215937938039
17076378,0xd2cf02eefac1516bcf4acd5980b1f617e731c43d7bb235be04ecb68fa1e662e3,0x07bea1dc762d89f958a72231fad8a15f803d81dd69c5525cac2564e354738c2c,2,different_outer_origin_or_target,59273.62986594843796809806800013667495353377092350081507794728628078625
17076378,0x68190c5ea0125fcdcde9a33f7314a74c6a531c1365681c2161176763fc95fa99,0x07bea1dc762d89f958a72231fad8a15f803d81dd69c5525cac2564e354738c2c,1,different_outer_origin_or_target,87035.92133468237329182276575405713410359261160416048160052803464924648
17076381,0x15b2c5d35d4d5cf1fe77642b43dc1d1ab0a4664d225ce83aab30f5692e0901b2,0xbf028aadcee8d4daa0e2aeb387fcedcf3c3801196de8ad67bebc85fd70c68d0c,4,buy_not_maximum_output,0
17076385,0x8846b909d5f477fe2d24dd83eeb7139c84ffe9b2323de23e39af999a68ad22e4,0xbb57844de1dc795130ae08f2320f1b569b3dc67315a0850eecb273c411ba1167,2,outer_transaction_has_other_v2_v3_swaps,4.056504605720476032763940668213692490393420715437848306701873852758631E-25
17076392,0x757ef78ee412b65639130c8e8db88319828caa34dc4e5c8c3576aa8f26930aaa,0x9fc103e16f0836ac003d409415406f17c30f2148a3a2db7d497d2f7b9f05944c,3,outer_transaction_has_other_v2_v3_swaps,2.421666708686861450084565919232389613002288797940931963369413497008029E-25
17076393,0xca0a578c1d62308c5ea6f398dd62a2b10f740d5e58fe13dcfdde73fbe007795b,0x40e528aaeffc8cfb7c584a8b711f03c2d1b502399c000fe8a1dac087610dc6e7,1,outer_transaction_has_other_v2_v3_swaps,0
17076396,0x63d97d2aeb0dccbfb67e27175b81bee2e9cb68646ba8c46ecee1df88918c0bb5,0x522a1e21db783ea60241b52582a4621c2fa5dbc71085fe46fabe6bb5d003f7b2,1,outer_transaction_has_other_v2_v3_swaps,0
17076403,0x48a3e3679f29bd5c6e9e9e39d7eb3efa9b0cd2971a0e37b9ba719bd76d4e3cc1,0x5e1fbc10897fbdcbbae98db557e0a21dff6e68e59a336cd599f51786d044be53,1,outer_transaction_has_other_v2_v3_swaps,0
17076436,0xcb38e3969d02199b7e39e4b1dea7abcf5c31463437e2019a0ae4baff4ce6eb85,0xf6fb7262a2a26a38bfbe2155e5be943a939fa46a736b742530ba484191820109,1,outer_transaction_has_other_v2_v3_swaps,0
17076444,0xe8021c06a266c555c6e780cc280dfeb6c4b947aa255a65f94fae89c09e9c3b38,0x1d1757d6bb1ee5b5e00b41960a0d252cf098c0b3a0e202c5fd11fa0c1c710b48,1,outer_transaction_has_other_v2_v3_swaps,0
17076450,0x99be43b2e9afba333bdf166e110401555e1297e8b9692bc6b9b534a408476461,0xf6cbb14c4a7b5eaae69513f9203b47d98cea17dd951edb996cc3f14ef50b7256,1,different_outer_origin_or_target,9036.952746553352632181319836071118012848739809655508169660294793594040
17076464,0x574d7055ffe26aea4ce8ebcaa7d15425c05c10a23d189aba7756f9efe6951d71,0xad0a324570c19b712e05f1924a2523617519271599560f50d9cd1adeb60087de,1,outer_transaction_has_other_v2_v3_swaps,0
17076470,0x9fb27aa1344a9c088fa78bcc9bb77b51f756e958a786b1d884b067478625e509,0x74330459bcc6e4243a86e01f1d06ca93a5052a04f64d142c3641a6927a590cc8,2,outer_transaction_has_other_v2_v3_swaps,0
17076478,0x3127b6959883bfeb993c15a6bebd6a949ce45b09b99ede4be6e154e20d0f2d5b,0x4cab14edd0b76312f672c42e53e2ddcfafb37ceb9a05eee440911699a6362890,1,buy_not_maximum_output,0
17076484,0x59e70eeb657e13ac84239e12460947abd880feea6d3f984a8ebd2fd4d5ccef4e,0xa76645f1057c77c3ee97facd2713840eb7629acce7a54b083d949aca50e979d1,1,inventory_mismatch,2192.762672792510148039897696724555729193268276601049032219408033095603
17076496,0xabf5ae9a5c7798bf7242923f37d23c0eed75c790b3a91b15d050fb3cab3e3156,0x40a735258206857ac3b85dc561fbbde1330d9dbb735337187e08707da5b7a1b2,1,different_outer_origin_or_target,6052.655121756426280407061217827590481558096828990772136642842565748556
17076509,0x6eb482fb55017124cf2988d4868af0d6ce130249e36d0c6e8f13611ed0171a86,0xe2eae44830daf9e36d58af26bc7f4b7ac75187f8ace387b99dea3cafb8e6ee72,2,outer_transaction_has_other_v2_v3_swaps,0
17076510,0x32bd766413fa3eaedd0109a008cc7d3b178216f1ca5bfb3c7aceec85bcae8432,0x1aceb3ef3f4089baf2ca01766d99410775c5cd5fe581bd02079e9423a13f63ad,1,inventory_mismatch,3422.263982574675834353989832854947434676195589721246359845245167026128
17076512,0x0c05c4ed722c48f309e4ebf07343c7d6a23bb9b0d74f82875c800d2f6cfbdd5b,0xd1e576ce456bb00885a1a41d7e60bab87e51017893ac43bb3697aac2fcf73e2e,1,different_outer_origin_or_target,53849.80998790203680747193650640396933534733313626307694129352656022249
17076515,0x75b605f684c54fc13f0fc7cb17d0b6d116b57aa9b1cacec2014454d447ae06e9,0x010ed395815352c978971b7ad07dbbc3fc69a92e00adda1a83e42a53380f231a,3,outer_transaction_has_other_v2_v3_swaps,0
17076533,0xb915cfcdc1836b3f44a57c7ba3a37d6c8a9c21cf2361f477955ebbc351dab45b,0xc1dcbadfc968e2bdefeb14c8b6a07e4bb477194d7692b0411d06b428d23dc417,2,outer_transaction_has_other_v2_v3_swaps,0
17076537,0x3adafa0689cb761477667b227d292461a28ef17def9e9966ad8e04a6fc223734,0xfa5b12c09a9b7e2d20fa837bfafd6d07d61e5337bf822fb41e12adef48bcca5a,1,outer_transaction_has_other_v2_v3_swaps,0.0009999999994736441522037744426738205954605098184438597692759270795711181
